about;name;sizeDescription;material;radius;diameterOverJacket;diameterOverCore;diameterOverInsulation;tapeThickness;sheathThickness;constructionKind;outerJacketKind;insulationEr;insulationErShield;shieldMaterial;shieldIsTransposed;shieldCrossSection;shieldGrounding;crossSection;underShieldScreenThickness;radialMoistureBarrierThicknes
e1f0cecc306b4e818ae102c5f2041ad0;1. ÏâÂíã(À)-LS-10;ÏâÂíã(À)-LS-10;WireMaterialKind.copper;0.014164999999999999;0.0518;;;0.002;;;;;;;false;7E-05;;0.00063;;4.49E-05
a0250f9daac34542a306fac1ef1ff5ee;ÀÏâÏó2ãæ-1õ1600/150-ÎÂÂÌ-2õ4-127/220-êÂ;ÀÏâÏó2ãæ 1õ1600/150 ÎÂÂÌ 2õ4-127/220 êÂ;WireMaterialKind.aluminum;0.05228;0.09476000000000001;;;0.004;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;true;0.00012;WireMaterialKind.aluminum;0.0016;0.001;0.0011
be7d41048b1d46149bbf7d7b2a8cec24;ÏâÂíã(À)-LS 1x185/50-35;ÏâÂíã(À)-LS 1x185/50-35;WireMaterialKind.copper;0.0085;0.055;0;0;0.0012;0;WireMaterialKind.copper;WireMaterialKind.copper;;;WireMaterialKind.copper;false;0.00005;WireMaterialKind.copper;0.000185;0;0
f9d9149ce5a34f26bcce1439fc47c8ff;ÀÏâÏó2ãæ-1õ400/150;ÀÏâÏó2ãæ 1õ400/150;WireMaterialKind.aluminum;0.011890000000000001;;;;0.002;;WireMaterialKind.aluminum;;2.5;2.5;WireMaterialKind.aluminum;false;0.00015;WireMaterialKind.aluminum;0.0004;;0.00039
a035db8b08b44b39b838c654e2065ad4;ÀÏâÏó2ã;;WireMaterialKind.aluminum;;;;;;;;;;;;;240;;500;;
2426c571ed074fde833666c150bba692;ÕLPE;ÕLPE;WireMaterialKind.copper;0.01185;0.0715;;;0.0008;;;;;;WireMaterialKind.copper;false;;WireMaterialKind.copper;0.0004;;
da2f16e7b6fc4593b73e18ec5a0007e7;Ìàñëîíàïîëíåííûé îäíîôàçíûé êàáåëü ñğåäíåãî äàâëåíèÿ 110 êÂ;ÌÑÑÊ-4-10-1õ500;WireMaterialKind.copper;0.0294;0.12;0;0.009800000000000001;0.0004;0.003;;WireMaterialKind.copper;;;WireMaterialKind.copper;;0;WireMaterialKind.copper;0.0005;0;0.0004
2e545151a60345c7963388c9e7a0df48;1. ÏâÏ2ã;ÏâÏ2ã;WireMaterialKind.copper;0.01185;0.07;;;0.0008;;;;;;;false;0.000185;;0.0004;;0.00015
207124bb6adb449e81ad592673a5e175;2XS(FL)2Y-1*300RM/150-64/110;2XS(FL)2Y-1*300RM/150-64/110;;0;0;0;0;0;0;;;;;;;0;;0;0;0
1a2dbdc0bc634269abc243256f99a721;1. ÏâÏó2ã-1õ1600ñãæ/300îâ-127/220;ÏâÏó2ã 1õ1600ñãæ/300îâ 127/220;WireMaterialKind.copper;0.025;0.113;;;0.001;;WireMaterialKind.copper;;2.5;2.3;WireMaterialKind.copper;true;0.0003;;0.0016;0.0011;0.0002
94549534d5e644a6a83be8aeec982a3e;2*ÀÏâÁÏ10-3*240/70;2*ÀÏâÁÏ10-3*240/70;WireMaterialKind.aluminum;0.037899999999999996;0.07579999999999999;;;0.0006;;WireMaterialKind.aluminum;;2.4;2.4;WireMaterialKind.aluminum;false;7E-05;WireMaterialKind.aluminum;0.00024;0.0002;
4bb2d399db6c467082823c30ed51600e;ÏâÏïíã(À)-HF-1õ630/70-64/110;ÏâÏïíã(À)-HF 1õ630/70-64/110;WireMaterialKind.copper;0.0148;0.07901000000000001;;;0.0011;;;;2.5;2.5;WireMaterialKind.copper;false;7E-05;WireMaterialKind.copper;0.00063;0.0011;
ebb9b990e59a4fceb39955af7ba0b5a2;XLPE-CABLE-220000-volts-1200mm;XLPE CABLE 220000 volts 1200mm;WireMaterialKind.copper;0.021;0.116;;;0.0012;;;;2.5;2.3;;true;0.000265;;0.0012;0.0012;0.0002
4e313b8e8e2344528a3df4a05493b805;ÀÏâÏó2ã 1õ2000ñãæ/185-64/110 êÂ;ÀÏâÏó2ã 1õ2000ñãæ/185-64/110 êÂ;WireMaterialKind.aluminum;;0.11109999999999999;;;0.006;;WireMaterialKind.aluminum;WireMaterialKind.aluminum;2.3;;WireMaterialKind.aluminum;;0.000185;;0.002;0.0015;0.0001
ed3e604d0ef143778ae9500fd5e4d849;ÀÏâÏó2ãæ-1õ500/95-64/110;ÀÏâÏó2ãæ 1õ500/95-64/110;WireMaterialKind.aluminum;0.0134;0.077;;;0.0011;;;;11.5;7.3;;false;9.5E-05;WireMaterialKind.aluminum;0.0005;0.001;0.0003
867444834c0a4bed919b4b749b039143;ÀÏâÏó2ã 1õ500/240-64-110;ÀÏâÏó2ã 1õ500/240-64-110;WireMaterialKind.aluminum;;0.00266;0.00266;;0.0038;;;;;;;;0.0024;;0.005;;
633695ea33594932a0a07888014fe18e;ÀÏâÂíã-1*185/95-64/110;ÀÏâÂíã 1*185/95-64/110;WireMaterialKind.aluminum;0.008;0.0644;;;0.00165;;;;2.25;2.4;;true;9.5E-05;;0.000185;0.002;
b32186a37a86444cbbd80465e5c74033;1. ÀÏâÏñ-3(1õ350);ÀÏâÏñ 3(1õ350);WireMaterialKind.aluminum;;0.07;;;0.015;;;;;2.4;;false;3.5E-05;WireMaterialKind.aluminum;0.00035;0.0004;0.0025
8a151a3955df405ab045d20c6bcf9edc;ÏâÏó2ã-1õ1600ñãæ/300îâ---127/220-êÂ;ÏâÏó2ã 1õ1600ñãæ/300îâ - 127/220 êÂ;WireMaterialKind.copper;0.0248;0.123;;;0.0011;;WireMaterialKind.copper;;2.5;2.5;;true;0.0003;WireMaterialKind.copper;0.0016;0.0015;0.0002
f777858589a6409c83dc73a8562a38da;ÀÏâÏ2ã-1*400/120;ÀÏâÏ2ã 1*400/120;WireMaterialKind.aluminum;0.01175;0.0441;;;0.0009;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;false;0.00012;WireMaterialKind.aluminum;0.0004;0.0001;0.0001
a1e3318d9936425ebcbdcadd3f9019f0;(F)2XS(FL)2Y-1x1200RMS/245-FO-64-110kV;(F)2XS(FL)2Y 1x1200RMS/245 FO 64 110kV;WireMaterialKind.copper;0.021;0.116;;;0.0012;;;;2.5;2.3;;true;0.000245;;0.0012;0.0012;0.0002
8d2b007a346044f5bb3db2def56d069c;ÏâÏó2ã-1õ2000ñãæ/265îâ-127/220êÂ;ÏâÏó2ã-1õ2000ñãæ/265îâ-127/220êÂ;WireMaterialKind.copper;0.028149999999999998;0.13022;;;0.0012;;WireMaterialKind.copper;;2.5;2.3;;true;0.000265;;0.002;0.0012;0.0002
637939142337493ca3803425a13dbf61;2. HXCHBMK-2F-1*1200/265-mm2-220kV;HXCHBMK-2F 1*1200/265 mm2 220kV;WireMaterialKind.copper;0.021;0.116;;;0.0012;;;;2.5;2.3;WireMaterialKind.copper;true;0.000265;;0.0012;0.0012;0.0002
c0d9bfb674024cc9b50768ff912e77f7;ÏâÏ(ï)ó2ãæ-1*630/265-ÎÂÌÌ-2õ4+ÎÂÎÌ-2õ4---64/110-êÂ;ÏâÏ(ï)ó2ãæ 1*630/265 ÎÂÌÌ 2õ4+ÎÂÎÌ 2õ4 - 64/110 êÂ;WireMaterialKind.copper;0.015075;0.08537;;;0.001;;;;2.5;2.5;;true;0.000265;WireMaterialKind.copper;0.00063;0.0015;0.0002
18e02d3c2604471684eaad3d17de50f7;ÀÏâÏó2ã-1õ400(ãæ)/95-64/110;ÀÏâÏó2ã 1õ400(ãæ)/95-64/110;WireMaterialKind.aluminum;0.011314999999999999;0.07277;;;0.00015;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;true;9.5E-05;WireMaterialKind.aluminum;0.0004;0.00045;0.0002
c4579ed7e6404a43af6a6b6d8c1903d7;ÌÍÀØâó-1õ150;ÌÍÀØâó 1õ150;WireMaterialKind.copper;0.0094;0.06;;;0.00032;;WireMaterialKind.copper;;;;;false;;WireMaterialKind.copper;0.00015;;
60fa271cda414b7ba03953f57316aeb1;ÏâÏïíã(À) 2ãæ 1*2500/350(ÎÂ)-190/330;ÏâÏïíã(À) 2ãæ 1*2500/350(ÎÂ)-190/330;;;;;0.026;;;;;;;;false;0.00035;;0.0025;;
9762dd0068fb491aa166192c518e1eaf;ÏâÏó2ã-1?1600ñãæ/300îâ-127/220-êÂ;ÏâÏó2ã 1*1600ñãæ/300îâ 127/220 êÂ;WireMaterialKind.copper;0.02425;0.12029999999999999;;;0.0012;;;;2.5;2.3;;true;0.0003;;0.0016;0.0012;0.0002
c5d194e45d4f47e19fce614f4a384ad9;ÀÏâÏïíã(A)-HF-1õ185/70-64/110;ÀÏâÏïíã(A)-HF 1õ185/70-64/110;WireMaterialKind.aluminum;0.008;0.06556999999999999;;;0.0011;;WireMaterialKind.aluminum;;2.5;2.5;;false;7E-05;;0.000185;;
2e5ab643ef1b48bbb84367965ebc205b;ÏâÏó2ã-1õ800/185-127/220;ÏâÏó2ã-1õ800/185-127/220;WireMaterialKind.copper;0.01685;0.10740000000000001;;;0.00102;;WireMaterialKind.copper;;;;;false;0.000185;WireMaterialKind.copper;0.0008;;0.0002
c49a022dddcf478e841f2a5c13f79ff4;ÂÂÃíã(À)-LS-3õ185;ÂÂÃíã(À) LS 3õ185;WireMaterialKind.copper;;;;;0.0003;;;;;;WireMaterialKind.copper;false;;;0.000185;;0.00011999999999999999
8b7aa41e00dd46a7bafdafdf34186af7;ÀÏâÁÏ10-3*150/35;ÀÏâÁÏ10-3*150/35;WireMaterialKind.aluminum;0.033299999999999996;0.07;;;0.0006;;WireMaterialKind.aluminum;;2.4;2.4;WireMaterialKind.aluminum;false;3.5E-05;WireMaterialKind.aluminum;0.00015;0.0002;
85b0e25a4cb74386a2f0e928466d3998;2XS(FL)2Y-1*1600RMS/265-64/110;2XS(FL)2Y-1*1600RMS/265-64/110;;0;0;0;0;0;0;;;;;;;0;;0;0;0
108996de02c54173805f72d8cfd189cd;ÀÏâÂíã(À)-LS-1õ185-(ãæ)/70-64/110;ÀÏâÂíã(À)-LS 1õ185 (ãæ)/70-64/110;WireMaterialKind.aluminum;0.008;0.06556999999999999;;;0.0011;;WireMaterialKind.aluminum;;2.5;2.5;WireMaterialKind.aluminum;false;7E-05;WireMaterialKind.aluminum;0.000185;0.0011;
c1417a597bd14428bb61d32807dd5970;XLPE-127/220kV-1x1200;XLPE 127/220kV 1x1200;WireMaterialKind.copper;0.022;0.109;;;0.0012;;WireMaterialKind.copper;;2.5;2.3;WireMaterialKind.copper;true;0.000185;WireMaterialKind.copper;0.0012;0.0012;0.0002
74cdc73884dd4c5697375953e961c536;ÀÏâÏó2ã 1õ2000ñãæ/185-64/110 êÂ;ÀÏâÏó2ã 1õ2000ñãæ/185-64/110 êÂ;WireMaterialKind.aluminum;0.0277;0.11109999999999999;0.11109999999999999;0.0885;0.0001;0.006;WireMaterialKind.aluminum;WireMaterialKind.aluminum;2.3;2.3;WireMaterialKind.aluminum;;0.000185;WireMaterialKind.aluminum;0.002;0.0015;0.0001
77d61cc1858e4f7fa9b1c1d9464dfc29;ÀÏâÏó2ã-1õ185/95-64/110;ÀÏâÏó2ã 1õ185/95-64/110;WireMaterialKind.aluminum;0.00809;0.062;;;0.0015;;;;;;WireMaterialKind.aluminum;;9.5E-05;WireMaterialKind.aluminum;0.000185;;
b9c1861ea7654813ae0d84a063f11982;ÀÏâÏ2ãíã(À)-HF-1x630(ãæ)/95-64/110;ÀÏâÏ2ãíã(À)-HF 1x630(ãæ)/95-64/110;WireMaterialKind.aluminum;0.01495;0.076;;;0.0011;;;;;;;false;9.5E-05;;0.00063;0.001;0.0001
01df7c0be33d444ca741885a09a0dd07;2. ÀÏâÏó2ã-1õ630/95-64/110;ÀÏâÏó2ã 1õ630/95-64/110;WireMaterialKind.aluminum;0.01495;0.076;;;0.0011;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;false;9.5E-05;WireMaterialKind.aluminum;0.00063;0.001;0.0001
4675da90496c4987bb1134e06b9cd90d;1. ÀÏâÏó2ãæ-1x800/95;ÀÏâÏó2ãæ 1x800/95;WireMaterialKind.aluminum;0.017;0.089;;;0.0015;;;;;;;false;9.5E-05;;0.0008;;
b97ad0318af54f2cb504684ca26480bd;1. HXCHBMK-2F-1*1200/265-mm2-220kV;HXCHBMK-2F 1*1200/265 mm2 220kV;WireMaterialKind.copper;0.021;0.116;;;0.0012;;WireMaterialKind.copper;;2.5;2.3;;true;0.000265;WireMaterialKind.copper;0.0012;0.0012;0.0002
fc02321c44a04ce3ab11d1a30fa89ffa;ÏâÏó2ã-1õ1600ñãæ/265îâ-127/220êÂ;ÏâÏó2ã 1õ1600ñãæ/265îâ-127/220êÂ;WireMaterialKind.copper;0.02425;0.12029999999999999;;;0.0012;;WireMaterialKind.copper;;2.5;2.3;;false;0.000265;;0.0016;0.0012;0.0002
da178a51a2e7447f93dfde23e2f90f42;ÏâÏó2ã-1õ800-(ãæ)/240-127/220;ÏâÏó2ã 1õ800 (ãæ)/240-127/220;WireMaterialKind.copper;0.0175;0.10690000000000001;;;0.0019399999999999999;;WireMaterialKind.copper;;2.3;2.3;WireMaterialKind.copper;false;0.00024;WireMaterialKind.copper;0.0008;0.0011;0.0005
c7e6753909ee4fd8a7490896751e0081;2. ÏâÏó2ã-1õ1600ñãæ/300îâ-127/220;ÏâÏó2ã 1õ1600ñãæ/300îâ 127/220;WireMaterialKind.copper;0.0248;0.12140000000000001;;;0.0011;;WireMaterialKind.copper;;2.5;2.3;WireMaterialKind.copper;true;0.0003;WireMaterialKind.copper;0.0016;0.0011;0.0002
6dfd71d0071840ce96815a8cc8c06410;ÌÍÀØÂó-1-x-150-ìì2;ÌÍÀØÂó 1 x 150 ìì2;WireMaterialKind.copper;0.0094;0.055;;;;;WireMaterialKind.copper;;;;;false;;;0.00015;;
aa1f564af9d54e60986294633539f9d0;ÌÍÀØâ-1õ270;ÌÍÀØâ 1õ270;WireMaterialKind.copper;0.0116;0.056799999999999996;;;0.0025;;;;;;;false;9.5E-05;;0.00027;;
87ef92ccc9d64a01873693e52b30cb67;ÀÏâÏóã-1*185/70-110-êÂ;ÀÏâÏóã-1*185/70-110 êÂ;WireMaterialKind.aluminum;0.013900000000000001;0.062;;;0.0006;;;;;;;;7E-05;;0.000185;;0.0025
8583096c68f64780bbd10011c5ffdd5e;2XS(FL)2Y-1*400RM/150-127/220;2XS(FL)2Y-1*400RM/150-127/220;;0;0;0;0;0;0;;;;;;;0;;0;0;0
c3759af697654b2ebb6b0a659db3b3eb;ÀÏâÏó 1õ630ìê/240-10 êÂ;ÀÏâÏó 1õ630ìê/240-10 êÂ;WireMaterialKind.aluminum;;;;;;;;;;;;;0.00024;;0.0063;;
9299708f748c4c7b851fdd6acf9e11bf;ÏâÂíã-LS(Â)-6-1?400/50;ÏâÂíã-LS(Â)-6 1*400/50;WireMaterialKind.copper;0.0125;0.0494;;;0.0025;;;;;;;false;5E-05;WireMaterialKind.copper;0.0004;0.0002;0.00015
526d54e265fe46b1b507f269a351d60d;2. ÏâÏó2ã-1õ1200(ñãæ)/265îâ-127/220;ÏâÏó2ã-1õ1200(ñãæ)/265îâ-127/220;WireMaterialKind.copper;0.021;0.116;;;0.0012;;;;2.5;2.3;;true;0.000265;WireMaterialKind.copper;0.0012;0.0012;0.0002
efeca68d41cf4e5fb0fb00c8fe6a329b;2. ÏÂÏÍÃ(À)2ãæ-HF-1*185/120-64/110;ÏÂÏÍÃ(À)2ãæ-HF 1*185/120-64/110;WireMaterialKind.copper;0.0126;0.0639;;;0.0011;;;;2.5;2.3;WireMaterialKind.copper;false;0.00012;;0.000185;0.001;0.00015
323df25f6c8e463e885629e04ea73247;6õPVVNG-(1õ400);6õPVVNG (1õ400);WireMaterialKind.copper;;0.048;;;0.0001;;WireMaterialKind.copper;;;;;false;9.5E-05;WireMaterialKind.copper;0.0004;;
db755f8bbc44439bb42c0a5f30da63f1;ÏâÏó2ã 1õ500(ãæ)/120–64/110;ÏâÏó2ã 1õ500(ãæ)/120–64/110;WireMaterialKind.copper;0;0.08109999999999999;0.08109999999999999;0.015;0.0011;0;WireMaterialKind.copper;;;;WireMaterialKind.copper;true;0.00012;WireMaterialKind.copper;0.0005;0;0.00015
717ab2aea1b9435b938b16347a1741ce;ÏâÏó2ã-500ãæ/120-64/110-êÂ;ÏâÏó2ã-500ãæ/120-64/110 êÂ;WireMaterialKind.copper;0.013300000000000001;0.07690000000000001;;;0.0011;;WireMaterialKind.copper;;2.5;2.5;;true;0.00012;WireMaterialKind.copper;0.0005;0.001;0.00015
0382d775bc254036ac13d77e0874d494;ÖÀÑÁÃ-10;ÖÀÑÁÃ-10;WireMaterialKind.aluminum;;0.053899999999999997;;;0.00023999999999999998;;WireMaterialKind.aluminum;;;;;false;1.8E-05;WireMaterialKind.aluminum;0.000185;;
5441c1347291438499a58b3161766140;ÀÏâÏó2ã-1õ500(ãæ)/70-64/110;ÀÏâÏó2ã 1õ500(ãæ)/70-64/110;WireMaterialKind.aluminum;0.012835000000000001;0.07539;;;0.001;;WireMaterialKind.aluminum;;11.5;7.3;;false;7E-05;WireMaterialKind.aluminum;0.0005;0.001;0.00016
03f280940d8c40e092b424903cfc178e;5õÏâÂíã-LS3õ240/70;5õÏâÂíã LS3õ240/70;WireMaterialKind.copper;0.0096;0.0742;;;0.0006;;WireMaterialKind.copper;;;;WireMaterialKind.copper;false;7E-05;WireMaterialKind.copper;0.00024;;
2f68bad6c424430baea76db25e6e0cd6;2XS(FL)-2Y-2LWL-1x1200RMS/265-127/220kV;2XS(FL)-2Y-2LWL 1x1200RMS/265-127/220kV;WireMaterialKind.copper;0.021;0.116;;;0.0012;;;;2.5;2.3;;true;0.000265;;0.0012;0.0012;0.0002
e732a15be4ed4718bc8265791f90c0a1;ÀÏâÂíã(À)-1?185/95;ÀÏâÂíã(À) 1*185/95;WireMaterialKind.aluminum;0.008400000000000001;0.062;;;0.0025;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;false;0.00012;WireMaterialKind.aluminum;0.000185;0.0002;0.00015
13f1c05ebcb8447c810d6161c202d50f;A2XS(FL)2Y-1õ400-RM/150-127/220;A2XS(FL)2Y 1õ400 RM/150 127/220;WireMaterialKind.aluminum;0.011300000000000001;0.0925;;;0.00134;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;false;0.00015;;0.0004;;0.0002
21f013403c6f4d8bb54ba58289a0546c;ÀÏâÏó2ãæ-1õ630/95-64/110;ÀÏâÏó2ãæ 1õ630/95-64/110;WireMaterialKind.aluminum;0.01115;0.078;;;0.0011;;;;;;;false;9.5E-05;;;0.001;0.0003
489d1911ae614e6fbad483526aa6ac83;ÀÑÁ2ë-3õ240-10;ÀÑÁ2ë 3õ240-10;WireMaterialKind.aluminum;0.0096;0.0654;;;0.00125;;;;;;;false;;;0.00024;;
6b0f665c8d524782b5263e753d500350;ÏâÂíã(À)-LS-1õ185/70-35;ÏâÂíã(À)-LS 1õ185/70-35;WireMaterialKind.copper;;;;;0.0006;;;;;;;;3.5E-05;;0.000185;;0.00015
666341193ff34816a6be499199d99622;A(F)2ÕS(FL)2-Y-1õ630/120-64/110(123)-kV;A(F)2ÕS(FL)2 Y 1õ630/120-64/110(123) kV;WireMaterialKind.aluminum;0.01495;0.076;;;0.0011;;;;;;WireMaterialKind.aluminum;false;0.00012;WireMaterialKind.aluminum;0.00063;0.001;0.0001
4965da64225a45cb92548b77b0eae53c;ÀÏâÂíã(À)-LS-3õ(1õ500);ÀÏâÂíã(À)-LS 3õ(1õ500);WireMaterialKind.aluminum;0.013800000000000002;0.048600000000000004;;;0.0009;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;false;7E-05;WireMaterialKind.aluminum;0.0005;;0.0002
60cf268987774759971426c0bad5db94;N2XS(FL)2Y-with-OF-1*1200-RMS/265-127/220kV;N2XS(FL)2Y with OF 1*1200 RMS/265 127/220kV;WireMaterialKind.copper;0.021;0.116;;;0.0012;;WireMaterialKind.copper;;2.5;2.3;;true;0.000265;WireMaterialKind.copper;0.0012;0.0012;0.0002
32586f56fe8149c9a8dd0837939a68f3;ÌÍÑÊ-4-1-õ-270-ìì2;ÌÍÑÊ-4 1 õ 270 ìì2;WireMaterialKind.copper;0.0116;0.07959999999999999;;;;;WireMaterialKind.copper;;;;WireMaterialKind.copper;false;;WireMaterialKind.copper;0.00027;;
be494f29d1b34617ae2e796bd83498e0;1. ÀÏâÏó2ã-1õ630/95-64/110;ÀÏâÏó2ã 1õ630/95-64/110;WireMaterialKind.aluminum;0.01115;0.078;;;0.0011;;WireMaterialKind.aluminum;;;;WireMaterialKind.aluminum;false;9.5E-05;;0.00063;0.001;
8ed61534b0ba4d89bf6cd0c8c7f2a6f1;ÏâÂíã-1õ240/95;ÏâÂíã 1õ240/95;WireMaterialKind.copper;0.0091;0.0715;;;0.0015;;WireMaterialKind.copper;;2.4;2.4;;false;9.5E-05;WireMaterialKind.copper;0.00024;;
